Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
15989465,Kontrbas,Patrick Süskind,"Süskind, Patrick",Tevfik Turan,"=""9750711211""","=""9789750711213""",5,3.76,Can Yayınları,Paperback,58,2013,1981,,2015/06/04,aarhus,aarhus (#107),read,,,,1,0
27801279,Son Şura,Sezgin Kaymaz,"Kaymaz, Sezgin",,"=""605516261X""","=""9786055162610""",0,4.47,April yayıncılık ,Paperback,544,2015,2015,,2018/02/02,"to-read, aarhus","to-read (#37), aarhus (#106)",to-read,,,,0,0
33947549,Farfara,Sezgin Kaymaz,"Kaymaz, Sezgin",,"=""6055162806""","=""9786055162801""",0,3.96,April,Paperback,416,2017,2017,,2018/02/02,"to-read, aarhus","to-read (#36), aarhus (#105)",to-read,,,,0,0
24955779,Bakele,Sezgin Kaymaz,"Kaymaz, Sezgin",,"=""605516244X""","=""9786055162443""",4,3.83,April Yayıncılık ,Paperback,198,2015,2015,2017/11/30,2017/11/26,aarhus,aarhus (#104),read,,,,1,0
29997725,Bugün Bize Kim Geldi,Sezgin Kaymaz,"Kaymaz, Sezgin",,"=""6055162687""","=""9786055162689""",4,4.18,April Yayıncılık,Paperback,181,2016,2016,2017/11/26,2017/11/25,aarhus,aarhus (#103),read,,,,1,0
22677751,Olaylar Boksörün Pazı Sarmasını Yemesiyle Başladı,Giray Kemer,"Kemer, Giray",,"=""9750515692""","=""9789750515699""",4,3.13,İletişim Yayınları,Paperback,92,2014,2014,2015/02/14,2015/06/04,aarhus,aarhus (#101),read,,,,1,0
32485688,Müptezeller,Emrah Serbes,"Serbes, Emrah",,"=""9750520971""","=""9789750520976""",0,3.41,İletişim Yayınları,Paperback,163,2016,2016,,2018/02/02,"to-read, aarhus","to-read (#35), aarhus (#100)",to-read,,,,0,0
18373815,Büyükler Ölünce Toprağa Gömülür,Nezih Erdoğan,"Erdoğan, Nezih",,"=""9750512243""","=""9789750512247""",4,3.44,İletişim Yayınları,Paperback,176,2013,2013,2017/11/19,2017/11/18,aarhus,aarhus (#97),read,,,,1,0
18309456,Bir Acıya Kiracı,Metin Altıok,"Altıok, Metin",,"=""605476411X""","=""9786054764112""",0,4.55,Kırmızı Kedi Yayınevi,Paperback,444,2013,1998,,2018/02/02,"to-read, aarhus","to-read (#34), aarhus (#96)",to-read,,,,0,0
28457199,Ucunda Ölüm Var,Kemal Varol,"Varol, Kemal",,"=""9750518799""","=""9789750518799""",0,4.07,İletişim Yayınları,Paperback,227,2016,2016,,2018/02/02,"to-read, aarhus","to-read (#33), aarhus (#95)",to-read,,,,0,0
15731662,Kendine Ait Bir Oda,Virginia Woolf,"Woolf, Virginia",İlknur Özdemir,"=""6055340305""","=""9786055340308""",0,4.21,Kırmızı Kedi Yayınevi,Paperback,128,2012,1929,,2018/02/02,"to-read, aarhus","to-read (#32), aarhus (#94)",to-read,,,,0,0
13574172,Kira Kiralina,Panait Istrati,"Istrati, Panait",Bertan Onaran,"=""6053601225""","=""9786053601227""",4,4.10,Türkiye İş Bankası Kültür Yayınları,Paperback,132,2011,1923,2016/09/16,2016/09/16,aarhus,aarhus (#93),read,,,,1,0
25503913,Gece Uyurken,Eren Aysan,"Aysan, Eren",,"=""9750724151""","=""9789750724152""",0,3.60,Can Yayınları,Paperback,248,2014,2014,,2018/02/02,"to-read, aarhus","to-read (#31), aarhus (#92)",to-read,,,,0,0
27215295,Nasipse Adayız,Ercan Kesal,"Kesal, Ercan",,"=""9750518446""","=""9789750518447""",3,3.75,İletişim Yayıncılık,Paperback,194,2015,2015,2017/05/05,2017/05/03,aarhus,aarhus (#91),read,,,,1,0
24750462,Özne ve İktidar: Seçme Yazılar 2,Michel Foucault,"Foucault, Michel","Işık Ergüden, Osman Akınhay","=""975539284X""","=""9789755392844""",0,4.30,Ayrıntı Yayınları,Paperback,315,2000,2000,,2018/02/02,"to-read, aarhus","to-read (#30), aarhus (#90)",to-read,,,,0,0
10751739,Çoluk Çocuk,Patti Smith,"Smith, Patti",Yiğit Değer Bengi,"=""""","=""9786056180101""",4,4.21,Domingo Yayınevi,Paperback,306,2010,2010,2016/09/13,2016/09/12,aarhus,aarhus (#89),read,,,,1,0
30743100,Rappaccini'nin Kızı,Nathaniel Hawthorne,"Hawthorne, Nathaniel",Zeynep Avcı,"=""6055819546""","=""9786055819545""",3,3.90,Helikopter,Paperback,56,2016,1844,,2018/01/31,aarhus,aarhus (#88),read,,,,1,0
34306656,Hayırlı Bir Hata,Ivan Goncharov,"Goncharov, Ivan",Hazal Yalın,"=""6055819600""","=""9786055819606""",3,3.50,Helikopter Yayınları,Paperback,105,2017,,2018/01/30,2018/01/29,aarhus,aarhus (#87),read,,,,1,0
35912753,"Bir Kedi, Bir Adam, İki Kadın",Jun'ichirō Tanizaki,"Tanizaki, Jun'ichirō",Sinan Ceylan,"=""6058259339""","=""9786058259331""",4,3.76,Jaguar Kitap,Paperback,104,2017,1936,2018/01/28,2018/01/25,aarhus,aarhus (#86),read,,,,1,0
7695995,Berci Kristin Çöp Masalları,Latife Tekin,"Tekin, Latife",,"=""""","=""9789752870793""",4,3.66,Everest Yayınları,Paperback,135,2010,1984,2018/01/25,2018/01/22,aarhus,aarhus (#85),read,,,,1,0
16126087,En Uzak Yer,Daniel Kehlmann,"Kehlmann, Daniel",İsmet Sait Damgacı,"=""9750709861""","=""9789750709869""",3,3.36,Can Yayınları,Paperback,100,2008,2001,2018/01/21,2018/01/20,aarhus,aarhus (#84),read,,,,1,0
36475135,Son Şenliklerin Davetlisi,Auguste de Villiers de l'Isle-Adam,"l'Isle-Adam, Auguste de Villiers de",Işık Ergüden,"=""6052981628""","=""9786052981627""",3,3.27,Kırmızı Kedi Yayınları,Paperback,120,2017,1883,2018/01/18,2018/01/17,aarhus,aarhus (#83),read,,,,1,0
23438273,Casus,Joseph Conrad,"Conrad, Joseph",,"=""9944886726""","=""9789944886727""",3,3.59,İş Bankası Kültür Yayınları,Paperback,326,2009,1907,2018/01/17,2018/01/08,aarhus,aarhus (#33),read,,,,1,0
24597568,Albayım Beni Nezahat ile Evlendir,İlhami Algör,"Algör, İlhami",Seda Mit,"=""9750516990""","=""9789750516993""",2,3.16,İletişim Yayınları,Paperback,108,2015,2000,2018/01/12,2018/01/08,aarhus,aarhus (#5),read,,,,1,0
28921,The Remains of the Day,Kazuo Ishiguro,"Ishiguro, Kazuo",,"=""""","=""""",3,4.14,Faber & Faber,Paperback,258,2005,1989,2018/01/09,2018/01/02,,,read,,,,1,0
25815891,Drina Köprüsü,Ivo Andrić,"Andrić, Ivo","Hasan Âli Ediz, Nuriye Müstakimoğlu","=""9754707820""","=""9789754707823""",4,4.33,İletişim Yayınları,Paperback,354,2015,1945,2017/04/17,2017/04/14,aarhus,aarhus (#82),read,,,,1,0
13632798,Jérôme Lindon,Jean Echenoz,"Echenoz, Jean",Ayşe Orhun Gültekin,"=""9758686496""","=""9789758686490""",4,3.88,Norgunk Yayınevi,Paperback,44,2009,2001,2015/11/08,2015/11/07,aarhus,aarhus (#81),read,,,,1,0
31320100,Lizbon Kuşatmasının Tarihi,José Saramago,"Saramago, José",Emrah İmre,"=""6059658636""","=""9786059658638""",3,3.82,Kırmızı Kedi Yayınevi,Paperback,344,2016,1989,2017/04/28,2017/04/17,aarhus,aarhus (#80),read,,,,1,0
23616393,Kimse,Ferit Edgü,"Edgü, Ferit",,"=""""","=""9789755703008""",5,4.21,Sel Yayıncılık,Paperback,127,2013,1977,2017/01/16,2017/01/14,aarhus,aarhus (#79),read,,,,1,0
7314025,Buluşmalar: Yazarlar / Ressamlar,Ferit Edgü,"Edgü, Ferit",,"=""""","=""9789755708034""",0,4.60,Sel Yayıncılık,Paperback,210,2016,2007,,2018/01/09,"aarhus, to-read","aarhus (#65), to-read (#29)",to-read,,,,0,0
25364210,Giden Bir Kedinin Ardından,Ferit Edgü,"Edgü, Ferit",,"=""9755707255""","=""9789755707259""",5,4.19,Sel Yayıncılık,Paperback,120,2015,2012,2016/10/02,2016/10/02,aarhus,aarhus (#78),read,,,,1,0
25362653,"İşte Deniz, Maria",Ferit Edgü,"Edgü, Ferit",,"=""9755706666""","=""9789755706665""",4,4.02,Sel Yayıncılık,Paperback,84,2014,1999,2016/10/01,2016/10/01,aarhus,aarhus (#76),read,,,,1,0
25409742,Bir Gemide,Ferit Edgü,"Edgü, Ferit",,"=""975570678X""","=""9789755706788""",4,3.94,Sel Yayıncılık,Paperback,83,2014,1978,2016/10/01,2016/10/01,aarhus,aarhus (#75),read,,,,1,0
7314003,Van Gogh Yüz Yıl Sonra,Ferit Edgü,"Edgü, Ferit",,"=""9755703411""","=""9789755703411""",4,4.32,Sel Yayıncılık ,Paperback,112,2007,2007,2016/10/01,2016/10/01,aarhus,aarhus (#74),read,,,,1,0
15871718,Vahşetin Çağrısı,Jack London,"London, Jack",Levent Cinemre,"=""9944887633""","=""9789944887632""",4,3.90,Türkiye İş Bankası Kültür Yayınları,Paperback,112,2010,1903,2016/01/15,2016/01/15,aarhus,aarhus (#73),read,,,,1,0
18272605,Marcovaldo ya da Kentte Mevsimler,Italo Calvino,"Calvino, Italo","Rekin Teksoy, Tanay Burcu Ural, Filiz Özdem, İncilay Yılmazyurt","=""""","=""9789750808460""",4,3.84,YKY,Paperback,115,2015,1963,2016/09/04,2016/09/04,aarhus,aarhus (#72),read,,,,1,0
13410821,Dünyayı Seyretmek İçin Bir Yer,Ertuğ Uçar,"Uçar, Ertuğ",,"=""9750818733""","=""9789750818738""",5,3.75,Yapı Kredi Yayınları,Paperback,98,2010,2010,2016/12/01,2016/11/30,aarhus,aarhus (#71),read,,,,1,0
23381145,Yanardağın Altında,Malcolm Lowry,"Lowry, Malcolm",Sinan Fişek,"=""""","=""""",3,3.77,Can Yayınları,Paperback,464,2009,1947,2017/07/21,2017/07/08,aarhus,aarhus (#70),read,,,,1,0
23629505,Hakkâri'de Bir Mevsim,Ferit Edgü,"Edgü, Ferit",,"=""""","=""""",5,4.46,Sel Yayıncılık,Paperback,198,2012,1977,2016/09/05,2016/09/05,aarhus,aarhus (#69),read,,,,1,0
25362673,Do Sesi,Ferit Edgü,"Edgü, Ferit",,"=""9755706992""","=""9789755706993""",3,3.63,Sel Yayıncılık,Paperback,96,2014,2002,2016/09/30,2016/09/30,aarhus,aarhus (#68),read,,,,1,0
29207222,Av,Ferit Edgü,"Edgü, Ferit",,"=""9755707743""","=""9789755707747""",3,3.70,Sel Yayıncılık,Paperback,107,2016,1967,2016/09/30,2016/09/30,aarhus,aarhus (#67),read,,,,1,0
7313506,Kaçkınlar,Ferit Edgü,"Edgü, Ferit",,"=""""","=""""",3,3.90,Sel Yayıncılık ,Paperback,86,2013,1959,,2015/06/15,aarhus,aarhus (#66),read,,,,1,0
7313943,Doğu Öyküleri,Ferit Edgü,"Edgü, Ferit",,"=""""","=""9789755702919""",4,4.28,Sel Yayıncılık,Paperback,72,2006,1995,2016/09/30,2016/09/30,aarhus,aarhus (#64),read,,,,1,0
18403736,Ders Notları,Ferit Edgü,"Edgü, Ferit",,"=""""","=""""",4,4.42,Ada Yayınları,Paperback,160,1978,1978,2016/09/05,2016/09/05,aarhus,aarhus (#63),read,,,,1,0
7314014,Yaralı Zaman,Ferit Edgü,"Edgü, Ferit",,"=""""","=""""",4,4.02,Can Yayınları / Türk Edebiyatı Dizisi,,88,2007,2007,2016/12/30,2016/12/30,aarhus,aarhus (#62),read,,,,1,0
9446456,Kozmokomik Öyküler,Italo Calvino,"Calvino, Italo",Eren Yücesan Cendey,"=""9755102213""","=""9789755102214""",4,4.17,Can Yayınları,Paperback,184,1999,1965,2016/09/09,2016/09/08,aarhus,aarhus (#61),read,,,,1,0
18247204,Zor Sevdalar,Italo Calvino,"Calvino, Italo",Rekin Teksoy,"=""9755103503""","=""9789755103501""",4,3.92,Can Yayınları,Paperback,142,2005,1958,2016/09/08,2016/09/08,aarhus,aarhus (#60),read,,,,1,0
20951494,Filin Yolculuğu,José Saramago,"Saramago, José",Pınar Savaş,"=""6054764853""","=""9786054764853""",3,3.67,Kırmızı Kedi Yayınevi,Paperback,200,2013,2008,,2015/06/02,aarhus,aarhus (#58),read,,,,1,0
22008220,Hayvanlar Üzerine,Elias Canetti,"Canetti, Elias",Levent Konca,"=""9755706585""","=""9789755706580""",4,3.54,Sel Yayıncılık,Paperback,115,2014,2002,2016/09/08,2016/09/08,aarhus,aarhus (#57),read,,,,1,0
23553337,Aşk ve Ölüm Üzerine,Patrick Süskind,"Süskind, Patrick",Şeyda Öztürk,"=""9750724097""","=""9789750724091""",3,3.36,Can Yayınları,Paperback,64,2014,2005,,2015/06/04,aarhus,aarhus (#56),read,,,,1,0
31676366,Doğu Avrupa'da Yolculuk,Gabriel García Márquez,"Márquez, Gabriel García",İnci Kut,"=""9750732928""","=""9789750732928""",4,4.07,Can Yayınları,Paperback,144,2016,1983,2016/09/27,2016/09/26,aarhus,aarhus (#55),read,,,,1,0
22011518,Çaresizlik Kuyusu,Lydia Millet,"Millet, Lydia",Funda Başak Dörschel,"=""6055029111""","=""9786055029111""",3,3.50,Kolektif Kitap,Paperback,153,2014,2009,2016/11/11,2016/11/09,aarhus,aarhus (#54),read,,,,1,0
22584832,Mişima ya da Boşluk Algısı,Marguerite Yourcenar,"Yourcenar, Marguerite",Haldun Bayrı,"=""975071346X""","=""9789750713460""",3,3.69,Can Yayınları,Paperback,112,2011,1981,2017/03/16,2017/03/12,aarhus,aarhus (#53),read,,,,1,0
8063485,Katilin Şeyi (Vedat & Tefo #1),Algan Sezgintüredi,"Sezgintüredi, Algan",,"=""""","=""9789944989497""",0,3.53,Versus Kitap Yayınları,Paperback,367,2007,2006,,2018/01/08,"to-read, aarhus","to-read (#28), aarhus (#52)",to-read,,,,0,0
7004254,Katilin Meselesi (Vedat & Tefo #2),Algan Sezgintüredi,"Sezgintüredi, Algan",,"=""9944989509""","=""9789944989503""",0,3.65,Versus Kitap Yayınları ,Paperback,384,2007,2007,,2018/01/08,"to-read, aarhus","to-read (#27), aarhus (#51)",to-read,,,,0,0
18078398,"Katilin Şahidi (Vedat & Tefo, #4)",Algan Sezgintüredi,"Sezgintüredi, Algan",,"=""9751700000""","=""9789751700001""",0,3.60,Aylak Kitap,Paperback,192,2013,2013,,2018/01/08,"to-read, aarhus","to-read (#26), aarhus (#50)",to-read,,,,0,0
24779430,Katilin Uşağı,Algan Sezgintüredi,"Sezgintüredi, Algan",,"=""""","=""""",0,3.50,Versus,ebook,245,2010,2010,,2018/01/08,"to-read, aarhus","to-read (#25), aarhus (#49)",to-read,,,,0,0
25484953,C,Tom McCarthy,"McCarthy, Tom",Kaya Genç,"=""6059851134""","=""9786059851138""",0,3.17,Notos Kitap,Paperback,445,2015,2010,,2018/01/08,"to-read, aarhus","to-read (#24), aarhus (#48)",to-read,,,,0,0
18461084,Tokyo Sene Sıfır,David Peace,"Peace, David",Dost Körpe,"=""""","=""9789755704944""",0,3.30,Sel Yayıncılık,Paperback,399,2011,2007,,2018/01/08,"to-read, aarhus","to-read (#23), aarhus (#47)",to-read,,,,0,0
18396095,"Zehir, Gölge, Veda (Yarınki Yüzün, #3)",Javier Marías,"Marías, Javier",,"=""""","=""""",0,4.49,Metis Yayınları,,512,2012,2007,,2018/01/08,"to-read, aarhus","to-read (#22), aarhus (#45)",to-read,,,,0,0
31867754,Şermin,Tevfik Fikret,"Fikret, Tevfik",,"=""6059799256""","=""9786059799256""",3,3.61,Kırmızı Kedi Yayınevi,Paperback,96,2015,1914,2016/09/07,2016/09/07,aarhus,aarhus (#44),read,,,,1,0
28173000,İki Güzel Günahkâr,Ahmet Rasim,"Rasim, Ahmet",Enis Batur,"=""6059799469""","=""9786059799461""",2,2.57,Kırmızı Kedi Yayınevi,Paperback,94,2015,1922,2016/09/07,2016/09/07,aarhus,aarhus (#43),read,,,,1,0
25890788,Kuyruklu Yıldız Altında Bir İzdivaç,Hüseyin Rahmi Gürpınar,"Gürpınar, Hüseyin Rahmi",,"=""6059799248""","=""9786059799249""",0,3.98,Kırmızı Kedi Yayınları,Paperback,192,2015,1912,,2018/01/08,"to-read, aarhus","to-read (#21), aarhus (#42)",to-read,,,,0,0
28448491,Su Sinekleri,Mahmut Yesari,"Yesari, Mahmut",Enis Batur,"=""6059799477""","=""9786059799478""",0,3.33,Kırmızı Kedi Yayınevi,Paperback,312,2016,1975,,2018/01/08,"to-read, aarhus","to-read (#20), aarhus (#41)",to-read,,,,0,0
35998179,Görünmez Adam,H.G. Wells,"Wells, H.G.",Dost Körpe,"=""6052981083""","=""9786052981085""",3,3.64,Kırmızı Kedi Yayınevi,Hardcover,232,2018,1897,2017/09/23,2017/09/22,aarhus,aarhus (#40),read,,,,1,0
27731514,Harita Metod Defteri,Murathan Mungan,"Mungan, Murathan",,"=""6053160210""","=""9786053160212""",0,4.14,Metis Yayıncılık,Paperback,424,2015,2015,,2018/01/08,"to-read, aarhus","to-read (#19), aarhus (#39)",to-read,,,,0,0
25226664,Kendine Ait Bir Hayat,Marion Milner,"Milner, Marion","Aslı Biçen, Özde Duygu Gürkan","=""9753429835""","=""9789753429832""",0,3.97,Metis,Paperback,204,2015,1934,,2018/01/08,"to-read, aarhus","to-read (#18), aarhus (#38)",to-read,,,,0,0
17900512,Almanca Dersi,Siegfried Lenz,"Lenz, Siegfried",Ayşe Sarısayın,"=""6051410163""","=""9786051410166""",0,4.06,Everest Yayınları,Paperback,480,2012,1968,,2018/01/08,"to-read, aarhus","to-read (#17), aarhus (#37)",to-read,,,,0,0
23510563,Yapamam ve Yapmayacağım,Lydia Davis,"Davis, Lydia",Elif Bereketli,"=""6059949061""","=""9786059949064""",0,3.59,Encore Yayınları,Paperback,308,2014,2014,,2018/01/08,"to-read, aarhus","to-read (#16), aarhus (#36)",to-read,,,,0,0
25707260,Beden Asla Yalan Söylemez (Üzerini Örttüğümüz Her Şeyin Altında Kalırız),Alice   Miller,"Miller, Alice",,"=""6055134659""","=""9786055134655""",0,3.94,Okuyan Us Yayınları,Paperback,224,2014,2004,,2018/01/08,"to-read, aarhus","to-read (#15), aarhus (#35)",to-read,,,,0,0
24561430,Vücudunuz Hayır Diyorsa: Duygusal Stresin Bedelleri,Gabor Maté,"Maté, Gabor",Defne Orhun,"=""9750510321""","=""9789750510328""",0,4.24,İletişim Yayınları,Paperback,382,2012,2003,,2018/01/08,"to-read, aarhus","to-read (#14), aarhus (#34)",to-read,,,,0,0
9361837,İstanbul'da İki İskandinav Seyyah,Knut Hamsun,"Hamsun, Knut","Hans Christian Andersen, Banu Gürsaler Syvertsen","=""""","=""9789753632201""",4,3.79,Yapı Kredi Yayınları,Paperback,150,2016,1993,2016/07/15,2016/07/13,aarhus,aarhus (#32),read,,,,1,0
26005810,Karmaşık Duygular,Stefan Zweig,"Zweig, Stefan",İlknur İgan,"=""6053324949""","=""9786053324942""",5,4.02,İş Bankası Kültür Yayınları ,Paperback,264,2015,1926,2017/09/21,2017/09/15,aarhus,aarhus (#31),read,,,,1,0
17301982,Yüz Yaşında Camdan Atlayıp Kaybolan Adam,Jonas Jonasson,"Jonasson, Jonas",Seden Gürel,"=""""","=""9789944825382""",4,3.82,Epsilon Yayınları,Paperback,440,2012,2009,2015/02/13,2015/06/04,aarhus,aarhus (#30),read,,,,1,0
28791696,Mürebbiye,Stefan Zweig,"Zweig, Stefan",İlknur İgan,"=""6053326550""","=""9786053326557""",4,3.71,Türkiye İş Bankası Kültür Yayınları,Paperback,83,2016,1911,2017/01/16,2017/01/16,aarhus,aarhus (#29),read,,,,1,0
18071383,Olduğu Kadar Güzeldik,Mahir Ünsal Eriş,"Eriş, Mahir Ünsal",,"=""9750511972""","=""9789750511974""",4,4.18,İletişim Yayınları ,Paperback,126,2013,2013,2015/01/28,2015/06/04,aarhus,aarhus (#28),read,,,,1,0
25159963,Dünya Bu Kadar,Mahir Ünsal Eriş,"Eriş, Mahir Ünsal",,"=""9750517407""","=""9789750517402""",3,3.82,İletişim Yayınları,Paperback,196,2015,2015,2017/04/30,2017/04/29,aarhus,aarhus (#27),read,,,,1,0
27484430,Bazen Bahar,Melisa Kesmez,"Kesmez, Melisa",,"=""9755707565""","=""9789755707563""",5,4.25,Sel Yayıncılık,Paperback,110,2015,2015,2015/11/27,2015/11/25,aarhus,aarhus (#26),read,,,,1,0
31217300,Pascali'nin Adası,Barry Unsworth,"Unsworth, Barry",Makbel Okyar,"=""9754703663""","=""9789754703665""",4,3.51,İletişim Yayıncılık,Paperback,207,1993,1980,2017/08/29,2017/08/22,aarhus,aarhus (#25),read,,,,1,0
20317109,Koşmasaydım Yazamazdım,Haruki Murakami,"Murakami, Haruki",Hüseyin Can Erkin,"=""6050917701""","=""9786050917703""",4,3.87,Doğan Kitap,Paperback,174,2017,2007,2017/01/10,2017/01/07,aarhus,aarhus (#23),read,,,,1,0
23434802,Renksiz Tsukuru Tazaki'nin Hac Yılları,Haruki Murakami,"Murakami, Haruki",Hüseyin Can Erkin,"=""605092290X""","=""9786050922905""",4,3.87,Doğan Kitap,Paperback,320,2018,2013,2016/10/31,2016/10/28,aarhus,aarhus (#22),read,,,,1,0
13495541,Kayda Geçsin,Ece Temelkuran,"Temelkuran, Ece",,"=""""","=""9789752899933""",0,3.81,Everest,Paperback,336,2012,2012,,2018/01/08,"to-read, aarhus","to-read (#13), aarhus (#21)",to-read,,,,0,0
18488350,Robinson Crusoe,Daniel Defoe,"Defoe, Daniel",Fadime Kâhya,"=""605360674X""","=""9786053606741""",0,3.68,Türkiye İş Bankası Kültür Yayınları,Paperback,328,2014,1719,,2018/01/08,"to-read, aarhus","to-read (#12), aarhus (#18)",to-read,,,,0,0
18797510,Sular Çekildiğinde,Arnaldur Indriðason,"Indriðason, Arnaldur",Sıla Okur,"=""6050917469""","=""9786050917468""",2,3.89,Doğan Kitap,Paperback,328,2013,2004,2017/12/24,2017/12/22,aarhus,aarhus (#17),read,,,,1,0
23593695,Danimarkalı Yem,Henrik Brun,"Brun, Henrik",Sadi Tekelioğlu,"=""""","=""""",0,3.21,Labirent Yayınları,Paperback,432,2014,2011,,2018/01/08,"to-read, aarhus","to-read (#11), aarhus (#15)",to-read,,,,0,0
20637074,Amras • Watten,Thomas Bernhard,"Bernhard, Thomas","M. Sami Türk, Fahri Güllüoğlu","=""9750825756""","=""9789750825750""",2,3.67,Yapı Kredi Yayınları,Paperback,116,2013,,2016/12/03,2016/12/01,aarhus,aarhus (#14),read,,,,1,0
30780497,Çocuk,Thomas Bernhard,"Bernhard, Thomas",Sezer Duru,"=""9755708057""","=""9789755708058""",0,3.96,Sel Yayıncılık,Paperback,96,2016,1982,,2018/01/08,"to-read, aarhus","to-read (#9), aarhus (#12)",to-read,,,,0,0
32660910,Çözülme,A. Kadir Konuk,"Konuk, A. Kadir",,"=""""","=""9789753441599""",4,3.86,Belge Yayınları,Paperback,,2007,2007,2017/09/13,2017/09/09,aarhus,aarhus (#10),read,,,,1,0
7716717,Ev Ödevi,Nurdan Gürbilek,"Gürbilek, Nurdan",,"=""""","=""9789753422307""",0,4.08,Metis Yayıncılık,Paperback,110,2014,1999,,2017/11/18,"to-read, aarhus","to-read (#3), aarhus (#9)",to-read,,,,0,0
24924607,Sessizin Payı,Nurdan Gürbilek,"Gürbilek, Nurdan",Müge Gürsoy Sökmen,"=""9753429959""","=""9789753429955""",0,4.52,Metis,Paperback,152,2015,2015,,2018/01/08,"to-read, aarhus","to-read (#8), aarhus (#8)",to-read,,,,0,0
18749487,Benim Mutlu Hayatım,Lydia Millet,"Millet, Lydia",Berrak Göçer,"=""6058611970""","=""9786058611979""",0,3.68,Kolektif Kitap,Paperback,176,2013,2002,,2018/01/08,"to-read, aarhus","to-read (#7), aarhus (#7)",to-read,,,,0,0
33207236,Kökler Çarklar ve Bulutlar: Bir Karşılaşmalar Masalı,Yıldız Silier,"Silier, Yıldız",,"=""6051721665""","=""9786051721668""",0,4.14,Yordam Yayınları,Paperback,192,2016,2016,,2018/01/08,"aarhus, to-read","aarhus (#6), to-read (#6)",to-read,,,,0,0
23927755,Fakat Müzeyyen Bu Derin Bir Tutku,İlhami Algör,"Algör, İlhami",Seda Mit,"=""9750516834""","=""9789750516832""",2,3.10,İletişim Yayınları,Paperback,59,2014,1995,2015/04/17,2015/06/04,aarhus,aarhus (#4),read,,,,1,0
25656439,İkircikli Biricik,İlhami Algör,"Algör, İlhami",,"=""9750517857""","=""9789750517853""",0,3.58,İletişim Yayınları,Paperback,168,2015,2015,,2018/01/08,"aarhus, to-read","aarhus (#3), to-read (#5)",to-read,,,,0,0
27484647,Yaşayanı Onarmak,Maylis de Kerangal,"Kerangal, Maylis de",Duygu Dalgakıran,"=""6054729381""","=""9786054729388""",0,3.85,Domingo Yayınevi,Paperback,244,2015,2014,,2018/01/08,"aarhus, to-read","aarhus (#2), to-read (#4)",to-read,,,,0,0
175574,Ağrıdağı Efsanesi,Yaşar Kemal,"Kemal, Yaşar",,"=""""","=""9789750807413""",4,4.19,Yapı Kredi Yayınları,Paperback,120,2004,1970,2015/10/11,2015/10/11,aarhus,aarhus (#1),read,,,,1,0
31195620,"Yaşam Belirtileri (Lost, #3)",Frank T. Thompson,"Thompson, Frank T.",,"=""""","=""9789752541825""",2,2.73,Neden? Kitap,Paperback,223,2006,2004,2009/01/01,2016/07/22,,,read,,,,1,0
37671860,Değişim Rüzgarı,Stefan Zweig,"Zweig, Stefan",Kasım Eğit,"=""9750734610""","=""9789750734618""",4,4.08,Can Yayınları,Paperback,272,2017,1982,2017/12/31,2017/12/27,,,read,,,,1,0
10955242,The Coral Sea,Patti Smith,"Smith, Patti",,"=""0393341356""","=""9780393341355""",2,4.01,W. W. Norton & Company,Paperback,96,2012,1996,2017/12/25,2017/12/25,,,read,,,,1,0
36432553,Ardıç Ağacının Altında,Selçuk Altun,"Altun, Selçuk",,"=""6052952342""","=""9786052952344""",2,3.47,İş Bankası Kültür Yayınları,Paperback,276,2017,2017,2017/12/21,2017/12/13,,,read,,,,1,0
31935807,The White Book,Han Kang,"Kang, Han",Deborah     Smith,"=""1846276292""","=""9781846276293""",3,3.82,Portobello Books,Hardcover,161,2017,2016,2017/12/12,2017/12/11,,,read,,,,1,0
37381,The Heart Is a Lonely Hunter,Carson McCullers,"McCullers, Carson",,"=""0141185228""","=""9780141185224""",5,3.99,Penguin Classic,Paperback,317,2000,1940,2017/12/10,2017/12/01,,,read,,,,1,0
34393819,"Dear Ijeawele, or a Feminist Manifesto in Fifteen Suggestions",Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""0008241031""","=""9780008241032""",5,4.51,4th Estate,Hardcover,80,2017,2017,,2017/12/10,,,read,,,,1,0
23301805,We Should All Be Feminists,Chimamanda Ngozi Adichie,"Adichie, Chimamanda Ngozi",,"=""0008115273""","=""9780008115272""",5,4.41,Fourth Estate,Paperback,52,2014,2012,,2017/12/09,,,read,,,,1,0
20321533,J.R.R. Tolkien'den Hobbit Resimleri,Wayne G. Hammond,"Hammond, Wayne G.","Boran Evren, Christina Scull, J.R.R. Tolkien","=""6053753424""","=""9786053753421""",3,4.32,İthaki Yayınları,Hardcover Slipcase,144,2013,2011,,2017/11/18,,,read,,,,1,0
20023402,A House in the Sky: A Memoir of a Kidnapping That Changed Everything,Amanda Lindhout,"Lindhout, Amanda",Sara Corbett,"=""""","=""""",4,4.25,Penguin,Kindle Edition,375,2014,2013,2017/11/18,2017/11/02,,,read,,,,1,0
